   3.7079905e-01   3.2477185e-01   3.8722599e-01   3.7653931e-01   3.6737108e-01  -3.3121695e-01   3.1043467e-01  -2.4011240e-01  -1.9035039e-01  -1.4355133e-01   8.4567255e-02   4.0475397e-02  -2.1955808e-02   2.0430077e-02   2.4531969e-03   3.4233322e-03  -3.6064289e-03  -4.8229031e-03  -1.6328512e-03   5.4238166e-03
   3.6572197e-01   2.9440020e-01   2.6465237e-01   1.4757655e-01   2.6159368e-02   1.4268262e-01  -2.8783750e-01   3.9722436e-01   4.3681315e-01   3.6577546e-01  -2.8732338e-01  -1.1447806e-01   6.0007199e-02  -4.3038437e-02  -1.3126223e-02  -1.0561695e-02   2.0242284e-03   2.9904062e-03  -6.7166051e-03  -4.8427338e-03
   3.5344795e-01   2.3421697e-01   1.0536825e-01  -9.7008757e-02  -2.8655585e-01   3.8184404e-01  -3.1084276e-01   1.1402553e-01  -2.1365704e-01  -3.6051303e-01   4.6866171e-01   2.3837050e-01  -8.2538855e-02   4.1920474e-02  -3.5038548e-02   9.5565644e-03   3.1598052e-03   7.0149581e-03   9.0475883e-03  -6.8032696e-03
   3.3834406e-01   1.5230891e-01  -5.8606017e-02  -2.5384380e-01  -3.4823848e-01   1.3722164e-01   7.5861128e-02  -3.8859408e-01  -3.2154685e-01   2.6417331e-02  -4.2599286e-01  -4.0244379e-01   1.5603939e-01  -1.1048635e-01   1.1405084e-01   1.1406437e-02  -1.1830058e-02  -1.4045493e-02  -4.4078810e-03   4.7761933e-03
   3.1078322e-01   7.3984753e-02  -1.8244959e-01  -3.2328245e-01  -1.8977784e-01  -1.3214453e-01   3.2367371e-01  -1.8938627e-01   2.7040189e-01   3.2864401e-01   2.9850959e-02   4.1376177e-01  -3.3459438e-01   2.8038345e-01  -1.1872482e-01  -8.7965279e-02   1.7266483e-02  -7.8008659e-03  -6.8676436e-03   3.0267498e-03
   2.8986754e-01  -7.1350143e-03  -2.6709125e-01  -2.7558737e-01   4.6164244e-02  -2.7993331e-01   2.2404776e-01   2.1563889e-01   2.6224172e-01  -1.1527908e-01   3.4758431e-01  -1.2296426e-01   4.0666915e-01  -4.0674724e-01   1.2902732e-01   1.5714782e-01  -1.2803172e-02   2.2915512e-02   2.4262922e-02   3.0091993e-03
   2.6390412e-01  -8.9606694e-02  -3.0714236e-01  -1.3110892e-01   2.4042485e-01  -2.2325203e-01  -1.1948692e-01   3.2589740e-01  -1.0399599e-01  -3.4080962e-01  -1.6723190e-01  -3.2948751e-01  -1.6193244e-01   4.4102751e-01  -2.5631874e-01  -1.8076746e-01  -4.3319820e-03  -6.3799108e-03  -3.0261581e-04   3.0746621e-03
   2.3993373e-01  -1.4951422e-01  -2.9212377e-01   1.4110429e-02   3.0948994e-01  -5.5591394e-02  -2.7712689e-01   6.8451400e-02  -3.0188919e-01   1.1169784e-01  -2.3708129e-01   3.5594427e-01  -2.7098688e-01  -2.7289251e-01   3.7804347e-01   2.7009911e-01   5.6007284e-02   1.0702038e-02  -2.3639422e-02  -8.9685994e-03
   2.1428869e-01  -2.0800677e-01  -2.3658291e-01   1.5749693e-01   2.4798868e-01   1.6307609e-01  -2.1453589e-01  -2.7471493e-01  -9.9295196e-02   2.7503026e-01   1.2876473e-01   1.4022260e-01   4.0545745e-01  -7.6288809e-02  -3.3642640e-01  -4.2421590e-01  -1.7242445e-01  -4.6852150e-02   5.7802999e-02  -9.0921969e-03
   1.8955789e-01  -2.4226342e-01  -1.6424562e-01   2.7401049e-01   9.4006252e-02   2.8157044e-01  -4.7236135e-03  -2.7571896e-01   2.1538402e-01   8.3302797e-02   2.3685489e-01  -2.8475253e-01   2.5802887e-03   3.3015102e-01   7.4760254e-02   4.6651359e-01   3.0654851e-01   1.0144572e-01  -1.0280108e-01   3.9749026e-02
   1.6606221e-01  -2.7179880e-01  -7.4106707e-02   2.9543211e-01  -8.5579828e-02   2.4349827e-01   2.2176489e-01  -2.5918733e-02   2.7931874e-01  -2.5068871e-01  -2.9942212e-02  -1.1999244e-01  -3.3865666e-01  -1.7424032e-01   2.6424076e-01  -2.4047485e-01  -4.4621767e-01  -2.0698470e-01   1.1753712e-01  -6.8442228e-02
   1.4417545e-01  -2.7972145e-01   1.1076029e-02   2.5305246e-01  -2.2495995e-01   9.6162268e-02   2.8289441e-01   1.8794910e-01  -2.5769001e-02  -1.9077181e-01  -2.4416517e-01   1.8803059e-01   1.3487190e-02  -2.7430054e-01  -3.0624349e-01  -1.2961180e-01   4.4943291e-01   3.2846144e-01  -1.6915716e-01   7.1237703e-02
   1.2123254e-01  -2.8384265e-01   1.0066708e-01   1.7904116e-01  -2.8464359e-01  -1.0078751e-01   1.4843593e-01   2.6438655e-01  -2.1571477e-01   8.0781980e-02  -1.1068937e-01   1.9795231e-01   3.1137021e-01   2.6667534e-01  -7.0987920e-02   3.4337178e-01  -1.3615424e-01  -4.1316246e-01   3.0288378e-01  -5.4282746e-02
   1.0636292e-01  -2.8024245e-01   1.6950160e-01   7.5562596e-02  -2.4960050e-01  -2.5810896e-01  -6.1195637e-02   1.4421294e-01  -2.0212224e-01   2.6003425e-01   1.9802086e-01  -9.9230449e-02   3.0597519e-02   1.7762427e-01   2.9991061e-01  -1.6179895e-01  -2.9333304e-01   4.0261947e-01  -3.9761349e-01   9.9309970e-02
   9.0977821e-02  -2.6471191e-01   2.1643814e-01  -2.8422741e-02  -1.5433698e-01  -3.0195159e-01  -2.3913898e-01  -8.4239312e-02  -2.6337075e-02   1.6188289e-01   2.1984907e-01  -2.3120624e-01  -2.4635844e-01  -1.5958818e-01   4.8987857e-02  -2.2928335e-01   4.3196700e-01  -1.2090167e-01   4.3723804e-01  -1.8029961e-01
   7.8387030e-02  -2.4875962e-01   2.4391476e-01  -1.3178278e-01  -5.1178168e-02  -2.1576787e-01  -2.7311688e-01  -2.1824139e-01   1.5891275e-01  -1.2460228e-01  -3.5160965e-02  -1.8197352e-02  -1.4312155e-01  -2.2411394e-01  -3.7489373e-01   2.4691996e-01  -1.5542890e-01  -3.2975544e-01  -4.1561504e-01   2.5201430e-01
   6.7590449e-02  -2.2797929e-01   2.6321693e-01  -2.0838871e-01   8.3768336e-02  -4.1465863e-02  -1.5883005e-01  -2.1101078e-01   2.2575971e-01  -2.6190777e-01  -1.9969256e-01   1.7210510e-01   1.4096544e-01   9.2055117e-02  -2.9002191e-02   1.5754274e-01  -2.0306946e-01   4.7023561e-01   2.2670086e-01  -4.4208622e-01
   5.6013073e-02  -2.0445821e-01   2.5955640e-01  -2.5239089e-01   1.8394638e-01   1.1803966e-01   3.7748556e-03  -4.8956628e-02   1.2722160e-01  -1.6752335e-01  -1.1063023e-01   1.5217776e-01   2.1087148e-01   1.8834315e-01   3.5607720e-01  -2.2492453e-01   1.8696011e-01  -7.7897130e-02   1.4085056e-01   6.1317099e-01
   4.4983283e-02  -1.7783423e-01   2.4253939e-01  -2.7728559e-01   2.4572735e-01   2.4592612e-01   2.0245645e-01   1.2033885e-01  -8.7556652e-02   5.8573419e-02   3.0824311e-02  -7.3765921e-03   6.6841183e-02   5.1744567e-02   1.2685212e-01  -1.4059254e-01   1.9106353e-01  -3.2854972e-01  -4.3460550e-01  -5.1562635e-01
   3.3970508e-02  -1.5281246e-01   2.2789155e-01  -2.7126800e-01   2.6452165e-01   3.0247314e-01   2.7077317e-01   1.8159531e-01  -2.3873461e-01   2.5927670e-01   1.2651325e-01  -1.9683921e-01  -2.4622071e-01  -1.5913973e-01  -2.8669180e-01   1.9123209e-01  -2.0827999e-01   2.1087493e-01   2.6164033e-01   2.0550052e-01
