   0.173916E+07  -0.190037E+07   0.194119E+06  -0.935361E+05   0.110844E+06  -0.326982E+05   0.127359E+06   0.506966E+04  -0.112659E+06   0.128527E+05   0.170033E+05  -0.225399E+05   0.178607E+05  -0.109062E+05  -0.170645E+06   0.123232E+06  -0.429239E+05   0.138742E+06  -0.188861E+05  -0.487049E+05   0.944960E+04  -0.580269E+05   0.444316E+05   0.302335E+05   0.628556E+04   0.477276E+04  -0.245557E+04  -0.182474E+05   0.102243E+05   0.583613E+05  -0.107025E+06   0.784835E+05  -0.354719E+05   0.201898E+05   0.196632E+05  -0.241441E+05  -0.139179E+05  -0.265816E+05   0.766699E+05  -0.447347E+05
  -0.190037E+07   0.422557E+07  -0.248034E+07   0.217347E+06  -0.120341E+06   0.146309E+06  -0.165160E+06  -0.367387E+05   0.278048E+06  -0.148151E+06  -0.164168E+06   0.242160E+06  -0.751628E+05   0.440280E+05   0.492870E+05   0.270512E+05  -0.930597E+05  -0.235466E+06   0.180415E+06   0.714015E+05  -0.888322E+05   0.158329E+06  -0.833898E+05   0.546283E+05  -0.226112E+05   0.444289E+05  -0.510491E+05   0.344688E+05  -0.161005E+05   0.901358E+04   0.112264E+05  -0.108268E+05  -0.889338E+04   0.177964E+05  -0.202190E+05   0.268612E+05  -0.949099E+04   0.207282E+05  -0.115116E+03  -0.126779E+05
   0.194119E+06  -0.248034E+07   0.489268E+07  -0.274385E+07   0.390868E+05   0.305898E+05   0.976291E+05   0.104459E+05  -0.604947E+04   0.485365E+05   0.427916E+04  -0.997824E+05   0.105029E+06  -0.138408E+06   0.130257E+06   0.130602E+05   0.288562E+06  -0.161685E+06  -0.216416E+06   0.314858E+05   0.632582E+05  -0.113558E+06   0.108186E+06  -0.210282E+06   0.122000E+06   0.462214E+05   0.273040E+04  -0.136443E+05   0.643420E+04  -0.122222E+06   0.194244E+06  -0.150728E+06   0.169486E+06  -0.848699E+05  -0.412589E+05   0.100710E+05   0.687675E+05  -0.239937E+04  -0.115739E+06   0.669731E+05
  -0.935361E+05   0.217347E+06  -0.274385E+07   0.566913E+07  -0.314305E+07   0.539740E+05  -0.146878E+06   0.250164E+06  -0.281193E+06   0.142883E+05   0.458709E+06  -0.335066E+06  -0.971673E+05   0.859433E+05   0.975295E+04  -0.113009E+06  -0.256948E+06   0.287243E+06   0.287491E+06  -0.155554E+06   0.938769E+04   0.135781E+05  -0.171853E+06   0.333457E+06  -0.263917E+06   0.424390E+05   0.287913E+05   0.147977E+05  -0.305303E+05   0.497984E+05  -0.575243E+05   0.602761E+03   0.468155E+05  -0.574558E+05   0.798019E+05  -0.113484E+06  -0.487260E+04   0.822580E+05   0.104457E+06  -0.842800E+05
   0.110844E+06  -0.120341E+06   0.390868E+05  -0.314305E+07   0.682979E+07  -0.403522E+07   0.415147E+06  -0.261017E+06   0.344684E+06   0.432709E+05  -0.237408E+06   0.923302E+05   0.365581E+05   0.167425E+06   0.505250E+05  -0.792905E+05  -0.279368E+06   0.165404E+06   0.742381E+05  -0.741711E+05   0.155599E+05  -0.696684E+04   0.934274E+05  -0.329804E+06   0.348622E+06  -0.276958E+06   0.666229E+05   0.531116E+05  -0.119149E+05   0.479540E+05  -0.825075E+05   0.770847E+05  -0.655498E+05  -0.195090E+05   0.482554E+04   0.179022E+06  -0.853873E+05  -0.166418E+06  -0.196185E+05   0.140425E+06
  -0.326982E+05   0.146309E+06   0.305898E+05   0.539740E+05  -0.403522E+07   0.771545E+07  -0.410442E+07   0.137288E+06  -0.178737E+06   0.279441E+06  -0.628488E+05   0.713622E+05   0.202024E+06  -0.330889E+06  -0.192627E+05   0.152294E+06   0.471350E+06  -0.189132E+06  -0.773607E+06   0.437837E+06  -0.614250E+05   0.341273E+05   0.470199E+05   0.877488E+05  -0.296891E+06   0.404451E+06  -0.318964E+06   0.188341E+06   0.167541E+04  -0.336999E+05   0.200844E+05  -0.400758E+04  -0.557985E+05   0.395331E+05   0.523404E+04  -0.115627E+06   0.684910E+05   0.214812E+06  -0.210697E+06   0.169690E+05
   0.127359E+06  -0.165160E+06   0.976291E+05  -0.146878E+06   0.415147E+06  -0.410442E+07   0.831315E+07  -0.457283E+07   0.333460E+05  -0.651732E+05   0.344762E+04   0.670827E+05  -0.883916E+05   0.123139E+06   0.121732E+06  -0.198202E+06  -0.142349E+06   0.130807E+06   0.105267E+06  -0.479963E+04   0.193502E+05  -0.780384E+04  -0.461147E+05   0.360398E+05   0.601617E+05  -0.385895E+06   0.694015E+06  -0.639970E+06   0.182155E+06   0.280703E+05   0.111369E+05   0.350259E+05  -0.390825E+05   0.126953E+06  -0.114962E+06   0.360162E+05  -0.164252E+05  -0.123969E+05   0.102780E+06  -0.100342E+06
   0.506966E+04  -0.367387E+05   0.104459E+05   0.250164E+06  -0.261017E+06   0.137288E+06  -0.457283E+07   0.892694E+07  -0.471105E+07   0.109672E+06   0.111506E+06   0.263856E+05   0.246776E+05  -0.284868E+04  -0.165827E+06   0.118642E+06   0.194767E+06  -0.156111E+06   0.388246E+06  -0.340939E+06   0.346028E+05   0.123140E+05  -0.480449E+05   0.335612E+05   0.424959E+05   0.125551E+06  -0.584993E+06   0.608095E+06  -0.224245E+06   0.153848E+06  -0.179641E+05  -0.134956E+06   0.311115E+05  -0.123268E+06   0.135842E+06   0.511010E+05  -0.353711E+05  -0.155228E+06   0.146852E+06  -0.205410E+05
  -0.112659E+06   0.278048E+06  -0.604947E+04  -0.281193E+06   0.344684E+06  -0.178737E+06   0.333460E+05  -0.471105E+07   0.100933E+08  -0.576045E+07   0.483023E+06  -0.286355E+06   0.261526E+06   0.560340E+05   0.962084E+05  -0.339401E+06  -0.124372E+05  -0.448037E+05  -0.259902E+06   0.267643E+06  -0.139908E+05  -0.349242E+05   0.448355E+05  -0.127878E+05   0.603300E+05   0.417358E+05   0.276472E+05  -0.440428E+06   0.441378E+06  -0.422487E+06   0.196092E+06   0.225452E+06  -0.227303E+06   0.157025E+06  -0.502790E+05   0.707510E+05  -0.939418E+05   0.809223E+05   0.765291E+04  -0.426512E+05
   0.128527E+05  -0.148151E+06   0.485365E+05   0.142883E+05   0.432709E+05   0.279441E+06  -0.651732E+05   0.109672E+06  -0.576045E+07   0.112871E+08  -0.638545E+07   0.664565E+06  -0.385904E+06   0.391138E+06  -0.481674E+06   0.576393E+06  -0.404743E+06   0.316595E+06   0.332965E+06  -0.223353E+06  -0.209312E+05   0.375043E+05  -0.104534E+05  -0.913666E+05   0.510130E+05  -0.301552E+05   0.127640E+06   0.186757E+06  -0.543264E+06   0.524975E+06  -0.547367E+06   0.222181E+06   0.191196E+06  -0.185767E+05   0.278977E+05  -0.199066E+06   0.167224E+06  -0.157624E+06  -0.359718E+05   0.123347E+06
   0.170033E+05  -0.164168E+06   0.427916E+04   0.458709E+06  -0.237408E+06  -0.628488E+05   0.344762E+04   0.111506E+06   0.483023E+06  -0.638545E+07   0.123149E+08  -0.722074E+07   0.687051E+06  -0.336003E+06   0.343700E+06  -0.330419E+05   0.378985E+06  -0.916806E+06   0.878574E+05   0.439807E+06   0.327125E+05  -0.396619E+05   0.187686E+05   0.209619E+05  -0.486982E+05  -0.524641E+05  -0.293008E+05   0.100591E+06   0.319887E+05  -0.383333E+06   0.817037E+06  -0.690397E+06   0.173704E+06   0.697683E+05  -0.111812E+06   0.119351E+06  -0.880302E+04   0.130474E+06  -0.196618E+06   0.150986E+05
  -0.225399E+05   0.242160E+06  -0.997824E+05  -0.335066E+06   0.923302E+05   0.713622E+05   0.670827E+05   0.263856E+05  -0.286355E+06   0.664565E+06  -0.722074E+07   0.139838E+08  -0.767538E+07   0.275359E+06   0.206094E+06   0.151167E+05  -0.208328E+06   0.858518E+06  -0.256832E+06  -0.361136E+06  -0.350354E+05   0.283703E+05  -0.421757E+05   0.101334E+06  -0.689603E+05   0.380335E+05   0.114619E+06  -0.136332E+06   0.304136E+06  -0.139705E+06  -0.683515E+06   0.103876E+07  -0.800612E+06   0.332376E+06  -0.400689E+04  -0.849769E+05   0.603274E+05  -0.105992E+06   0.169485E+06  -0.223456E+04
   0.178607E+05  -0.751628E+05   0.105029E+06  -0.971673E+05   0.365581E+05   0.202024E+06  -0.883916E+05   0.246776E+05   0.261526E+06  -0.385904E+06   0.687051E+06  -0.767538E+07   0.145896E+08  -0.804411E+07   0.809135E+06  -0.233907E+06   0.659328E+05   0.460484E+05  -0.522162E+06   0.537097E+06   0.396065E+05  -0.894262E+05   0.803640E+05   0.129758E+05  -0.913340E+05   0.490536E+05  -0.274112E+05  -0.155789E+05   0.131916E+05   0.143956E+06   0.117313E+06  -0.918556E+06   0.120943E+07  -0.104479E+07   0.296615E+06   0.212461E+06  -0.164815E+06   0.181222E+06  -0.732863E+05  -0.639309E+04
  -0.109062E+05   0.440280E+05  -0.138408E+06   0.859433E+05   0.167425E+06  -0.330889E+06   0.123139E+06  -0.284868E+04   0.560340E+05   0.391138E+06  -0.336003E+06   0.275359E+06  -0.804411E+07   0.160822E+08  -0.892304E+07   0.143426E+06   0.235721E+06   0.346771E+06  -0.428361E+05  -0.325508E+06   0.791371E+05  -0.126066E+06   0.110652E+06  -0.175097E+06   0.215850E+06  -0.607259E+05  -0.111047E+06   0.123820E+06  -0.167110E+06   0.752198E+05   0.151692E+05   0.347003E+06  -0.888927E+06   0.969333E+06  -0.554346E+06   0.113213E+06  -0.864303E+05   0.444142E+05   0.201577E+06  -0.123205E+06
  -0.170645E+06   0.492870E+05   0.130257E+06   0.975295E+04   0.505250E+05  -0.192627E+05   0.121732E+06  -0.165827E+06   0.962084E+05  -0.481674E+06   0.343700E+06   0.206094E+06   0.809135E+06  -0.892304E+07   0.162349E+08  -0.846324E+07   0.456556E+06  -0.642364E+06   0.517582E+06   0.386168E+05  -0.138508E+06   0.254818E+06  -0.166545E+06   0.672787E+05   0.950311E+04  -0.925560E+05   0.120675E+06  -0.874488E+05   0.415647E+05  -0.739893E+04   0.125626E+06  -0.114933E+06   0.658207E+05  -0.456494E+06   0.823787E+06  -0.920639E+06   0.568140E+06   0.900593E+05  -0.356189E+06   0.212113E+06
   0.123232E+06   0.270512E+05   0.130602E+05  -0.113009E+06  -0.792905E+05   0.152294E+06  -0.198202E+06   0.118642E+06  -0.339401E+06   0.576393E+06  -0.330419E+05   0.151167E+05  -0.233907E+06   0.143426E+06  -0.846324E+07   0.173227E+08  -0.975436E+07   0.105831E+06   0.918153E+06  -0.115046E+06   0.334381E+05  -0.578178E+05   0.645325E+05  -0.589848E+05  -0.190505E+06   0.287961E+06  -0.600741E+05   0.176689E+06  -0.333367E+06   0.211097E+06  -0.107966E+06  -0.557796E+05   0.372558E+06   0.844195E+05  -0.868683E+06   0.144665E+07  -0.124217E+07   0.135627E+06   0.393539E+06  -0.208274E+06
  -0.429239E+05  -0.930597E+05   0.288562E+06  -0.256948E+06  -0.279368E+06   0.471350E+06  -0.142349E+06   0.194767E+06  -0.124372E+05  -0.404743E+06   0.378985E+06  -0.208328E+06   0.659328E+05   0.235721E+06   0.456556E+06  -0.975436E+07   0.191614E+08  -0.103648E+08  -0.395002E+06   0.618496E+06   0.128339E+06  -0.124430E+06  -0.225353E+04   0.955551E+05   0.310774E+05  -0.151851E+06  -0.635842E+05  -0.108463E+06   0.343873E+06  -0.130719E+06   0.854929E+04   0.943770E+05  -0.149165E+06   0.688652E+05   0.422677E+06  -0.119024E+07   0.143421E+07  -0.920784E+06  -0.817452E+05   0.374102E+06
   0.138742E+06  -0.235466E+06  -0.161685E+06   0.287243E+06   0.165404E+06  -0.189132E+06   0.130807E+06  -0.156111E+06  -0.448037E+05   0.316595E+06  -0.916806E+06   0.858518E+06   0.460484E+05   0.346771E+06  -0.642364E+06   0.105831E+06  -0.103648E+08   0.208455E+08  -0.108242E+08   0.326796E+06  -0.990146E+05   0.528506E+05   0.713343E+05  -0.139644E+06   0.905418E+05  -0.486292E+05   0.906714E+05  -0.364231E+05   0.229269E+05  -0.167128E+06   0.274227E+06  -0.144120E+06  -0.163575E+06   0.934952E+05   0.264332E+05   0.286242E+06  -0.984798E+06   0.140434E+07  -0.928047E+06   0.265057E+06
  -0.188861E+05   0.180415E+06  -0.216416E+06   0.287491E+06   0.742381E+05  -0.773607E+06   0.105267E+06   0.388246E+06  -0.259902E+06   0.332965E+06   0.878574E+05  -0.256832E+06  -0.522162E+06  -0.428361E+05   0.517582E+06   0.918153E+06  -0.395002E+06  -0.108242E+08   0.214532E+08  -0.110417E+08   0.123587E+05   0.789682E+05  -0.158887E+06   0.216079E+06  -0.836320E+05   0.129162E+05  -0.878600E+05  -0.687307E+04  -0.105631E+06   0.211625E+06  -0.173342E+06   0.508314E+05   0.136597E+06  -0.111230E+06  -0.104251E+06   0.938371E+05   0.373537E+06  -0.120291E+07   0.167177E+07  -0.896293E+06
  -0.487049E+05   0.714015E+05   0.314858E+05  -0.155554E+06  -0.741711E+05   0.437837E+06  -0.479963E+04  -0.340939E+06   0.267643E+06  -0.223353E+06   0.439807E+06  -0.361136E+06   0.537097E+06  -0.325508E+06   0.386168E+05  -0.115046E+06   0.618496E+06   0.326796E+06  -0.110417E+08   0.114403E+08  -0.166002E+05  -0.669684E+05   0.921232E+05  -0.616576E+05   0.368187E+04   0.704089E+04   0.471343E+05   0.126835E+05   0.850017E+05  -0.150069E+06  -0.195114E+05   0.255397E+05   0.785763E+05  -0.434165E+05   0.342606E+05  -0.702121E+04   0.136500E+05   0.320562E+06  -0.941693E+06   0.551818E+06
   0.944960E+04  -0.888322E+05   0.632582E+05   0.938769E+04   0.155599E+05  -0.614250E+05   0.193502E+05   0.346028E+05  -0.139908E+05  -0.209312E+05   0.327125E+05  -0.350354E+05   0.396065E+05   0.791371E+05  -0.138508E+06   0.334381E+05   0.128339E+06  -0.990146E+05   0.123587E+05  -0.166002E+05   0.453724E+06  -0.444481E+06   0.245265E+05   0.355161E+04   0.246130E+05  -0.179462E+05   0.230727E+04  -0.743854E+04  -0.517223E+04  -0.133378E+05   0.248224E+05  -0.596075E+04  -0.746326E+04  -0.115776E+05   0.124853E+05   0.142669E+05  -0.305673E+05   0.431664E+05   0.110205E+04  -0.356151E+05
  -0.580269E+05   0.158329E+06  -0.113558E+06   0.135781E+05  -0.696684E+04   0.341273E+05  -0.780384E+04   0.123140E+05  -0.349242E+05   0.375043E+05  -0.396619E+05   0.283703E+05  -0.894262E+05  -0.126066E+06   0.254818E+06  -0.578178E+05  -0.124430E+06   0.528506E+05   0.789682E+05  -0.669684E+05  -0.444481E+06   0.887185E+06  -0.472168E+06   0.153270E+05   0.720776E+04  -0.640426E+04   0.262833E+05   0.143454E+05   0.110992E+04  -0.141178E+05   0.693230E+04  -0.140740E+05   0.347374E+05  -0.987191E+04  -0.724895E+04  -0.282753E+05   0.517963E+05  -0.683090E+05   0.399156E+05  -0.211739E+04
   0.444316E+05  -0.833898E+05   0.108186E+06  -0.171853E+06   0.934274E+05   0.470199E+05  -0.461147E+05  -0.480449E+05   0.448355E+05  -0.104534E+05   0.187686E+05  -0.421757E+05   0.803640E+05   0.110652E+06  -0.166545E+06   0.645325E+05  -0.225353E+04   0.713343E+05  -0.158887E+06   0.921232E+05   0.245265E+05  -0.472168E+06   0.994881E+06  -0.571297E+06  -0.115304E+04   0.423813E+05   0.536129E+04  -0.942739E+04  -0.495464E+04   0.238602E+04   0.118103E+05  -0.122829E+04  -0.403188E+05   0.270870E+05   0.801477E+04   0.169715E+05  -0.259485E+05  -0.285161E+04  -0.444002E+05   0.551333E+05
   0.302335E+05   0.546283E+05  -0.210282E+06   0.333457E+06  -0.329804E+06   0.877488E+05   0.360398E+05   0.335612E+05  -0.127878E+05  -0.913666E+05   0.209619E+05   0.101334E+06   0.129758E+05  -0.175097E+06   0.672787E+05  -0.589848E+05   0.955551E+05  -0.139644E+06   0.216079E+06  -0.616576E+05   0.355161E+04   0.153270E+05  -0.571297E+06   0.118541E+07  -0.700442E+06   0.535481E+05  -0.593600E+04  -0.431931E+03   0.464474E+05   0.527311E+05  -0.100861E+06   0.175892E+05   0.461235E+05  -0.798088E+05   0.460764E+05   0.255058E+05  -0.460042E+04   0.255814E+05   0.790544E+04  -0.333301E+05
   0.628556E+04  -0.226112E+05   0.122000E+06  -0.263917E+06   0.348622E+06  -0.296891E+06   0.601617E+05   0.424959E+05   0.603300E+05   0.510130E+05  -0.486982E+05  -0.689603E+05  -0.913340E+05   0.215850E+06   0.950311E+04  -0.190505E+06   0.310774E+05   0.905418E+05  -0.836320E+05   0.368187E+04   0.246130E+05   0.720776E+04  -0.115304E+04  -0.700442E+06   0.140708E+07  -0.769207E+06   0.125952E+05  -0.282180E+04   0.710222E+04  -0.874225E+05   0.101548E+06   0.542717E+05  -0.901329E+05   0.713924E+05  -0.680845E+05  -0.585214E+05   0.864194E+05  -0.660629E+05   0.965885E+05  -0.604406E+05
   0.477276E+04   0.444289E+05   0.462214E+05   0.424390E+05  -0.276958E+06   0.404451E+06  -0.385895E+06   0.125551E+06   0.417358E+05  -0.301552E+05  -0.524641E+05   0.380335E+05   0.490536E+05  -0.607259E+05  -0.925560E+05   0.287961E+06  -0.151851E+06  -0.486292E+05   0.129162E+05   0.704089E+04  -0.179462E+05  -0.640426E+04   0.423813E+05   0.535481E+05  -0.769207E+06   0.148973E+07  -0.868869E+06   0.103997E+06  -0.111486E+05   0.451580E+05  -0.357345E+05  -0.382647E+05   0.415089E+05   0.435895E+05  -0.178657E+05   0.590274E+04  -0.450372E+05   0.434131E+05  -0.546618E+05   0.280405E+05
  -0.245557E+04  -0.510491E+05   0.273040E+04   0.287913E+05   0.666229E+05  -0.318964E+06   0.694015E+06  -0.584993E+06   0.276472E+05   0.127640E+06  -0.293008E+05   0.114619E+06  -0.274112E+05  -0.111047E+06   0.120675E+06  -0.600741E+05  -0.635842E+05   0.906714E+05  -0.878600E+05   0.471343E+05   0.230727E+04   0.262833E+05   0.536129E+04  -0.593600E+04   0.125952E+05  -0.868869E+06   0.175990E+07  -0.969422E+06   0.213933E+05  -0.271947E+03   0.762036E+04   0.333503E+05  -0.812664E+04   0.168732E+05  -0.272862E+05   0.407030E+05  -0.536637E+05  -0.212417E+05   0.755588E+05  -0.313894E+05
  -0.182474E+05   0.344688E+05  -0.136443E+05   0.147977E+05   0.531116E+05   0.188341E+06  -0.639970E+06   0.608095E+06  -0.440428E+06   0.186757E+06   0.100591E+06  -0.136332E+06  -0.155789E+05   0.123820E+06  -0.874488E+05   0.176689E+06  -0.108463E+06  -0.364231E+05  -0.687307E+04   0.126835E+05  -0.743854E+04   0.143454E+05  -0.942739E+04  -0.431931E+03  -0.282180E+04   0.103997E+06  -0.969422E+06   0.183313E+07  -0.103016E+07   0.807906E+05   0.548748E+05  -0.109241E+06   0.728486E+05  -0.859757E+05   0.685198E+05   0.404416E+05   0.162962E+05  -0.988498E+04  -0.430056E+05   0.420764E+05
   0.102243E+05  -0.161005E+05   0.643420E+04  -0.305303E+05  -0.119149E+05   0.167541E+04   0.182155E+06  -0.224245E+06   0.441378E+06  -0.543264E+06   0.319887E+05   0.304136E+06   0.131916E+05  -0.167110E+06   0.415647E+05  -0.333367E+06   0.343873E+06   0.229269E+05  -0.105631E+06   0.850017E+05  -0.517223E+04   0.110992E+04  -0.495464E+04   0.464474E+05   0.710222E+04  -0.111486E+05   0.213933E+05  -0.103016E+07   0.205714E+07  -0.115226E+07   0.183264E+05   0.909005E+05  -0.410567E+05   0.473658E+05  -0.206300E+05  -0.993616E+04  -0.308300E+05   0.846014E+05  -0.628362E+05  -0.160699E+05
