   2.7500000e+01   2.5000000e-02   2.1681890e+01
   2.7500000e+01   7.5000000e-02   2.0764926e+01
   2.7500000e+01   1.2500000e-01   1.9430228e+01
   2.7500000e+01   1.7500000e-01   1.9204795e+01
   2.7500000e+01   2.2500000e-01   2.0000714e+01
   2.7500000e+01   2.7500000e-01   1.7219422e+01
   2.7500000e+01   3.2500000e-01   1.6315872e+01
   2.7500000e+01   3.7500000e-01   1.6579223e+01
   2.7500000e+01   4.2500000e-01   1.4951922e+01
   2.7500000e+01   4.7500000e-01   1.3011320e+01
   2.7500000e+01   5.2500000e-01   1.1324565e+01
   2.7500000e+01   5.7500000e-01   1.0508630e+01
   2.7500000e+01   6.2500000e-01   8.9274742e+00
   2.7500000e+01   6.7500000e-01   7.6845425e+00
   2.7500000e+01   7.2500000e-01   5.9315066e+00
   2.7500000e+01   7.7500000e-01   5.5669660e+00
   2.7500000e+01   8.2500000e-01   4.9609294e+00
   2.7500000e+01   8.7500000e-01   5.5565332e+00
   2.7500000e+01   9.2500000e-01   6.5213748e+00
   2.7500000e+01   9.7500000e-01   9.6710554e+00
   3.2500000e+01   2.5000000e-02   5.7963717e-02
   3.2500000e+01   7.5000000e-02   5.3348999e-01
   3.2500000e+01   1.2500000e-01  -8.5505747e-01
   3.2500000e+01   1.7500000e-01   2.3630832e-01
   3.2500000e+01   2.2500000e-01  -7.1603589e-03
   3.2500000e+01   2.7500000e-01  -1.5913254e+00
   3.2500000e+01   3.2500000e-01  -1.2736530e+00
   3.2500000e+01   3.7500000e-01  -1.2520068e+00
   3.2500000e+01   4.2500000e-01  -1.8438232e+00
   3.2500000e+01   4.7500000e-01  -2.1436099e+00
   3.2500000e+01   5.2500000e-01  -2.3605804e+00
   3.2500000e+01   5.7500000e-01  -2.4550978e+00
   3.2500000e+01   6.2500000e-01  -3.3672160e+00
   3.2500000e+01   6.7500000e-01  -1.4748286e+00
   3.2500000e+01   7.2500000e-01  -2.3016974e+00
   3.2500000e+01   7.7500000e-01  -1.9986411e+00
   3.2500000e+01   8.2500000e-01  -1.4699921e+00
   3.2500000e+01   8.7500000e-01  -4.2419528e-02
   3.2500000e+01   9.2500000e-01   2.3637865e+00
   3.2500000e+01   9.7500000e-01   4.4365968e+00
   3.7500000e+01   2.5000000e-02  -6.1451577e+00
   3.7500000e+01   7.5000000e-02  -5.0570209e+00
   3.7500000e+01   1.2500000e-01  -6.5845324e+00
   3.7500000e+01   1.7500000e-01  -4.4517085e+00
   3.7500000e+01   2.2500000e-01  -4.8221610e+00
   3.7500000e+01   2.7500000e-01  -6.3235338e+00
   3.7500000e+01   3.2500000e-01  -4.1575646e+00
   3.7500000e+01   3.7500000e-01  -5.1703913e+00
   3.7500000e+01   4.2500000e-01  -3.7271687e+00
   3.7500000e+01   4.7500000e-01  -4.7114799e+00
   3.7500000e+01   5.2500000e-01  -3.4329701e+00
   3.7500000e+01   5.7500000e-01  -3.7558224e+00
   3.7500000e+01   6.2500000e-01  -3.3461818e+00
   3.7500000e+01   6.7500000e-01  -1.9767420e+00
   3.7500000e+01   7.2500000e-01  -4.3942123e+00
   3.7500000e+01   7.7500000e-01  -1.9450866e+00
   3.7500000e+01   8.2500000e-01  -2.1123522e+00
   3.7500000e+01   8.7500000e-01  -9.1019662e-02
   3.7500000e+01   9.2500000e-01  -6.0242623e-01
   3.7500000e+01   9.7500000e-01   9.2397310e-01
   4.2500000e+01   2.5000000e-02  -6.8354144e+00
